,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
174,0.0741112232208252,0.236732006072998,0.1626207828521728,0.1050734519958496,0.1441888809204101,0.0391154289245605,0.0551793575286865,0.2821290493011474,0.2269496917724609,0.0974831581115722,0.2567751407623291,0.1592919826507568,0.1045079231262207,0.3165557384490967,0.2120478153228759,0.1835730075836181,0.2468519210815429,0.0632789134979248,0.1021676063537597,0.1654465198516845,0.1208846569061279,0.1147315502166748,0.1303656101226806,0.0156340599060058,0.0809860229492187,0.1287932395935058,0.0478072166442871,0.0949902534484863,0.1828889846801757,0.0878987312316894,0.0690886974334716
175,0.09605073928833,0.237771987915039,0.1417212486267089,0.1094775199890136,0.5827484130859375,0.4732708930969238,0.091923713684082,0.1006817817687988,0.0087580680847167,0.0872790813446044,0.2301130294799804,0.1428339481353759,0.0946521759033203,0.2831151485443115,0.1884629726409912,0.1707460880279541,0.2666339874267578,0.0958878993988037,0.129838228225708,0.1454815864562988,0.0156433582305908,0.0794286727905273,0.1189594268798828,0.0395307540893554,0.104011058807373,0.2137627601623535,0.1097517013549804,0.086705207824707,0.1767170429229736,0.0900118350982666,0.113199234008789
178,0.1090743541717529,0.2014737129211425,0.0923993587493896,0.1245076656341552,0.5518357753753662,0.4273281097412109,0.0721983909606933,0.1492199897766113,0.0770215988159179,0.1020970344543457,0.2484180927276611,0.1463210582733154,0.1127245426177978,0.3745095729827881,0.2617850303649902,0.2070376873016357,0.2692615985870361,0.0622239112854003,0.1136567592620849,0.124197244644165,0.01054048538208,0.0895290374755859,0.1051723957061767,0.0156433582305908,0.096787691116333,0.1281013488769531,0.0313136577606201,0.0830168724060058,0.1628158092498779,0.079798936843872,0.0956599712371826
179,0.0904269218444824,0.2496891021728515,0.1592621803283691,0.1168262958526611,0.1641874313354492,0.047361135482788,0.0993642807006836,0.5501129627227783,0.4507486820220947,0.1530995368957519,0.3174347877502441,0.1643352508544922,0.1008787155151367,0.3462557792663574,0.2453770637512207,0.1919851303100586,0.5591740608215332,0.3671889305114746,0.1551306247711181,0.15653657913208,0.0014059543609619,0.1125941276550293,0.1304457187652588,0.0178515911102294,0.0928220748901367,0.2408227920532226,0.1480007171630859,0.1024408340454101,0.1812138557434082,0.078773021697998,0.102630615234375
181,0.0895287990570068,0.2238216400146484,0.1342928409576416,0.1019473075866699,0.1339333057403564,0.0319859981536865,0.1099874973297119,0.117093801498413,0.0071063041687011,0.0742321014404296,0.2395980358123779,0.1653659343719482,0.1188540458679199,0.2927625179290771,0.1739084720611572,0.2041418552398681,0.6356282234191895,0.4314863681793213,0.1110737323760986,0.1246054172515869,0.0135316848754882,0.0884621143341064,0.0884621143341064,0.0,0.1352746486663818,0.5637416839599609,0.4284670352935791,0.1009063720703125,0.1648144721984863,0.0639081001281738,0.0558650493621826
186,0.1052558422088623,0.2235395908355713,0.1182837486267089,0.1035678386688232,0.1135659217834472,0.009998083114624,0.0893583297729492,0.1052982807159423,0.0159399509429931,0.0841360092163086,0.2083117961883545,0.1241757869720459,0.0843780040740966,0.3376853466033935,0.2533073425292969,0.2361226081848144,0.8703267574310303,0.6342041492462158,0.0808756351470947,0.0882661342620849,0.0073904991149902,0.1213846206665039,0.1370186805725097,0.0156340599060058,0.0928833484649658,0.1323120594024658,0.0394287109375,0.1064808368682861,0.3006570339202881,0.1941761970520019,0.1216540336608886
190,0.0793097019195556,0.1978013515472412,0.1184916496276855,0.1235098838806152,0.1395730972290039,0.0160632133483886,0.0862765312194824,0.1181757450103759,0.0318992137908935,0.073810338973999,0.2627110481262207,0.1889007091522216,0.0851802825927734,0.2747578620910644,0.189577579498291,0.2033998966217041,0.3178889751434326,0.1144890785217285,0.1135079860687255,0.6231884956359863,0.5096805095672607,0.1079356670379638,0.196073293685913,0.0881376266479492,0.1005387306213378,0.6283636093139648,0.527824878692627,0.0779333114624023,0.1318283081054687,0.0538949966430664,0.0781455039978027
191,0.162358283996582,0.2040526866912841,0.0416944026947021,0.0957083702087402,0.1205415725708007,0.0248332023620605,0.0861594676971435,0.1026020050048828,0.0164425373077392,0.083289623260498,0.1764752864837646,0.0931856632232666,0.0999753475189209,0.3910994529724121,0.2911241054534912,0.1987648010253906,0.6383411884307861,0.4395763874053955,0.0879573822021484,0.527533769607544,0.1064372062683105,0.1210007667541503,0.1361310482025146,0.0151302814483642,0.1098041534423828,0.237621784210205,0.1278176307678222,0.1169269084930419,0.2121047973632812,0.0951778888702392,0.1123337745666503
208,0.0757756233215332,0.2755017280578613,0.1997261047363281,0.1061270236968994,0.1181397438049316,0.0120127201080322,0.0576975345611572,0.2741172313690185,0.2164196968078613,0.137704849243164,0.4413511753082275,0.3036463260650635,0.1009883880615234,0.3110628128051758,0.2100744247436523,0.1955094337463379,0.258195161819458,0.0626857280731201,0.1126601696014404,0.1206672191619873,0.0080070495605468,0.0886816978454589,0.1084771156311035,0.0197954177856445,0.0912404060363769,0.1369335651397705,0.0456931591033935,0.1040680408477783,0.1588060855865478,0.0547380447387695,0.0733797550201416
211,0.0909149646759033,0.296727180480957,0.2058122158050537,0.1301877498626709,0.146303653717041,0.0161159038543701,0.0254709720611572,0.0284433364868164,0.0029723644256591,0.0864894390106201,0.1985170841217041,0.1120276451110839,0.0875368118286132,0.3671047687530517,0.2795679569244385,0.1804952621459961,0.2671537399291992,0.0866584777832031,0.1002242565155029,0.1107022762298584,0.0104780197143554,0.0904097557067871,0.1574416160583496,0.0670318603515625,0.0773408412933349,0.1757268905639648,0.0983860492706298,0.0797262191772461,0.1677205562591552,0.0879943370819091,0.0655360221862793
212,0.0806221961975097,0.5878281593322754,0.5072059631347656,0.0556538105010986,0.5628597736358643,0.0769352912902832,0.0955550670623779,0.1038582324981689,0.008303165435791,0.0888524055480957,0.2109491825103759,0.1220967769622802,0.0790920257568359,0.2906174659729004,0.2115254402160644,0.2035474777221679,0.2944958209991455,0.0909483432769775,0.0642573833465576,0.1552057266235351,0.1034896373748779,0.1088578701019287,0.1438698768615722,0.0350120067596435,0.0875380039215087,0.1035311222076416,0.0159931182861328,0.0825512409210205,0.1683564186096191,0.0858051776885986,0.0286004543304443
218,0.1012594699859619,0.3366062641143799,0.2353467941284179,0.0802268981933593,0.0986809730529785,0.0184540748596191,0.0998861789703369,0.1268048286437988,0.0269186496734619,0.0628330707550048,0.3885507583618164,0.3257176876068115,0.0765802860260009,0.334475040435791,0.25789475440979,0.2125749588012695,0.2469525337219238,0.0343775749206543,0.1192967891693115,0.1536743640899658,0.1318676471710205,0.1040539741516113,0.0914831161499023,0.1075384616851806,0.0741105079650878,0.12754487991333,0.0534343719482421,0.0874123573303222,1.0665841102600098,0.9791717529296876,0.0721919536590576
221,0.0465729236602783,0.2370693683624267,0.1904964447021484,0.0818989276885986,0.1122157573699951,0.0303168296813964,0.0646424293518066,0.0908091068267822,0.0261666774749755,0.0823931694030761,0.1968727111816406,0.1144795417785644,0.0882744789123535,0.3888163566589355,0.300541877746582,0.2007975578308105,0.2300052642822265,0.029207706451416,0.1258854866027832,0.1278777122497558,0.0019922256469726,0.0743217468261718,0.0763139724731445,0.0903499126434326,0.0901119709014892,0.1506783962249755,0.0605664253234863,0.089592695236206,0.1161298751831054,0.0265371799468994,0.08207368850708
231,0.1152877807617187,0.2521758079528808,0.1368880271911621,0.0438520908355712,0.1032299995422363,0.059377908706665,0.077794075012207,0.1175005435943603,0.0397064685821533,0.0827240943908691,0.2082178592681884,0.1254937648773193,0.0975363254547119,0.3105475902557373,0.2130112648010254,0.1910476684570312,0.2110457420349121,0.0199980735778808,0.1217994689941406,0.1417975425720214,0.1347990036010742,0.1009559631347656,0.1029520034790039,0.0019960403442382,0.0905072689056396,0.1369292736053466,0.046422004699707,0.067983865737915,0.1248197555541992,0.0568358898162841,0.0823249816894531
248,0.1047542095184326,0.7325758934020996,0.627821683883667,0.1005158424377441,0.1120357513427734,0.0115199089050292,0.0810260772705078,0.1214463710784912,0.0404202938079834,0.0718648433685302,0.4377250671386719,0.3658602237701416,0.0892355442047119,0.3049459457397461,0.2157104015350341,0.2167987823486328,0.3309235572814941,0.1141247749328613,0.0757620334625244,0.086280345916748,0.0105183124542236,0.0950832366943359,0.1040050983428955,0.0089218616485595,0.1146156787872314,0.1454017162322998,0.0307860374450683,0.0761554241180419,0.209742784500122,0.13358736038208,0.1145944595336914
269,0.113405704498291,0.237339973449707,0.123934268951416,0.1179738044738769,0.1600503921508789,0.0420765876770019,0.0210685729980468,0.0631451606750488,0.0931100845336914,0.0941741466522216,0.4367668628692627,0.342592716217041,0.0894513130187988,0.7304363250732422,0.6409850120544434,0.2319734096527099,0.2504818439483642,0.0185084342956542,0.0931794643402099,0.1212077140808105,0.0280282497406005,0.1035957336425781,0.106595754623413,0.0030000209808349,0.0823557376861572,0.1196432113647461,0.0372874736785888,0.0988683700561523,0.1494150161743164,0.050546646118164,0.1026272773742675
287,0.0835258960723877,0.1804065704345703,0.0968806743621826,0.0913827419281005,0.1189174652099609,0.0275347232818603,0.0879092216491699,0.0956220626831054,0.0077128410339355,0.0610864162445068,0.1936607360839843,0.1325743198394775,0.083026647567749,0.2881877422332763,0.2051610946655273,0.1972403526306152,0.2259693145751953,0.02872896194458,0.1048839092254638,0.1227319240570068,0.0178480148315429,0.1064465045928955,0.1104021072387695,0.003955602645874,0.0818407535552978,0.1328098773956298,0.050969123840332,0.0901079177856445,0.6679158210754395,0.5778079032897949,0.0751271247863769
298,0.1038844585418701,0.2911911010742187,0.1873066425323486,0.0786395072937011,0.2659461498260498,0.0956945419311523,0.0781176090240478,0.0942480564117431,0.0161304473876953,0.0780436992645263,0.2029693126678466,0.1249256134033203,0.0754647254943847,0.2777776718139648,0.20231294631958,0.1843740940093994,0.29705810546875,0.1126840114593505,0.0609438419342041,0.1736278533935547,0.0910053253173828,0.1035220623016357,0.1191046237945556,0.0155825614929199,0.1383824348449707,0.1403803825378418,0.001997947692871,0.1033861637115478,0.7033364772796631,0.5999503135681152,0.0765483379364013
309,0.0987970829010009,0.2977502346038818,0.1989531517028808,0.0833985805511474,0.2823517322540283,0.1145613193511962,0.0894162654876709,0.058253526687622,0.1014039516448974,0.0981218814849853,0.1952090263366699,0.0970871448516845,0.1092650890350341,0.3669157028198242,0.25765061378479,0.1841301918029785,0.2465720176696777,0.0624418258666992,0.0931754112243652,0.1035699844360351,0.0103945732116699,0.0980176925659179,0.1080212593078613,0.0100035667419433,0.1349794864654541,0.1541519165039062,0.0191724300384521,0.0275168418884277,0.0910031795501709,0.0634863376617431,0.0707523822784423
320,0.0811684131622314,0.2872312068939209,0.2060627937316894,0.0836923122406005,0.0907039642333984,0.0070116519927978,0.0806038379669189,0.1687533855438232,0.0881495475769043,0.1060931682586669,0.7625365257263184,0.6564433574676514,0.1020894050598144,0.2757954597473144,0.1737060546875,0.1546659469604492,0.1692140102386474,0.0145480632781982,0.1017670631408691,0.1173532009124755,0.0155861377716064,0.0434837341308593,0.0590698719024658,0.0849201679229736,0.1034474372863769,0.1798944473266601,0.0764470100402832,0.083890676498413,0.1033606529235839,0.0194699764251709,0.0921192169189453
347,0.0848429203033447,0.2868480682373047,0.2020051479339599,0.0773465633392334,0.0990455150604248,0.0216989517211914,0.0997931957244873,0.1093103885650634,0.0095171928405761,0.0639362335205078,0.1719374656677246,0.1080012321472168,0.0656766891479492,0.2761845588684082,0.2105078697204589,0.1874077320098877,1.3242673873901367,1.136859655380249,0.0916163921356201,0.1102619171142578,0.0186455249786376,0.0632767677307128,0.0945825576782226,0.0313057899475097,0.1114099025726318,0.1395745277404785,0.0281646251678466,0.1179025173187255,0.1887488365173339,0.0708463191986084,0.1077947616577148
354,0.1197555065155029,0.292687177658081,0.1729316711425781,0.0830709934234619,0.25600266456604,0.0957252979278564,0.0849442481994628,0.0722899436950683,0.103240966796875,0.0896594524383544,0.1855249404907226,0.0958654880523681,0.1028730869293212,0.32234787940979,0.2194747924804687,0.1339154243469238,0.2676281929016113,0.1337127685546875,0.0468840599060058,0.1805968284606933,0.0967037677764892,0.0929033756256103,0.1375997066497802,0.0446963310241699,0.0810189247131347,0.0854887962341308,0.004469871520996,0.0814306735992431,0.1337141990661621,0.0522835254669189,0.0943439006805419
368,0.0861339569091796,0.2277789115905761,0.1416449546813964,0.1060030460357666,0.12166428565979,0.0156612396240234,0.0788183212280273,0.0944795608520507,0.0899202823638916,0.0949921607971191,0.1897788047790527,0.0947866439819336,0.0970449447631836,1.6688010692596436,1.57175612449646,0.1791694164276123,0.2520425319671631,0.0728731155395507,0.1203227043151855,0.1273424625396728,0.0070197582244873,0.0660374164581298,0.0730571746826171,0.0789058208465576,0.082914113998413,0.1338255405426025,0.0509114265441894,0.0694382190704345,0.1001965999603271,0.0307583808898925,0.0675220489501953
373,0.120854377746582,0.202092170715332,0.08123779296875,0.0821447372436523,0.1409816741943359,0.0588369369506835,0.0767378807067871,0.1355748176574707,0.080756664276123,0.0972893238067627,0.2578566074371338,0.1605672836303711,0.0948379039764404,0.7616360187530518,0.6667981147766113,0.1658120155334472,0.2979660034179687,0.1321539878845214,0.108738899230957,0.2408928871154785,0.1339781284332275,0.083505630493164,0.0935063362121582,0.0100007057189941,0.0772974491119384,0.1749982833862304,0.0977008342742919,0.0953385829925537,0.1139860153198242,0.0186474323272705,0.0832664966583252
383,0.10028076171875,0.1945264339447021,0.0942456722259521,0.1099679470062255,0.1194760799407959,0.0095081329345703,0.0865859985351562,0.0905952453613281,0.0040092468261718,0.108694314956665,0.2029156684875488,0.0942213535308837,0.1389923095703125,0.3984749317169189,0.2594826221466064,0.1378865242004394,0.1847624778747558,0.0468759536743164,0.1056630611419677,0.1266098022460937,0.0209467411041259,0.0781481266021728,0.0990948677062988,0.0993528366088867,0.0823702812194824,0.1302568912506103,0.0478866100311279,0.088470458984375,0.1040947437286377,0.0156242847442626,0.1141543388366699
386,0.0897696018218994,0.2140743732452392,0.1243047714233398,0.1078262329101562,0.1362502574920654,0.0284240245819091,0.0684130191802978,0.0744357109069824,0.0060226917266845,0.1028089523315429,0.1686320304870605,0.0658230781555175,0.091904878616333,0.2994766235351562,0.2075717449188232,0.2124865055084228,0.3454580307006836,0.1329715251922607,0.0485191345214843,0.3691194057464599,0.3206002712249756,0.09959077835083,0.1174917221069336,0.0179009437561035,0.103412389755249,0.123293399810791,0.0198810100555419,0.0908851623535156,0.1578974723815918,0.0670123100280761,0.0673644542694091
